,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,LocationLatitude,LocationLongitude,econStatus,hour_of_day,age_18-24 years old,age_25-34 years old,age_35-44 years old,age_45-54 years old,age_55-64 years old,age_65+ years old,gender_Female,gender_Male,gender_Non-binary / third gender,employment_Retired,employment_Student,employment_Unemployed and looking for work,employment_Working full-time,employment_Working part-time,maritalStatus_Living with a partner,maritalStatus_Married,maritalStatus_Never been married,maritalStatus_Widowed,ethnicity_Black/African American,ethnicity_Hispanic/Latino,ethnicity_White/Caucasian,"ethnicity_White/Caucasian,Black/African American",timezone_America/Chicago,timezone_America/Detroit,timezone_America/Los_Angeles,timezone_America/New_York,timezone_Europe/London
1795,0,2,3,0,4,0,-1,2,5,0,13,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7260,4,0,-1,2,0,2,3,0,3,1,36,4,-2,-4,2,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2069,4,0,-1,2,0,2,3,0,3,1,47,4,-2,-4,2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7262,4,0,-1,2,0,2,3,0,2,1,38,4,-2,-4,2,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
11817,4,0,-1,2,0,2,3,0,3,1,46,4,-2,-4,2,29.919998168945312,-95.56120300292967,50,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
12653,0,2,3,0,4,0,-1,2,5,0,29,-4,2,4,-2,52.43910217285156,-1.50390625,60,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3511,0,2,3,0,4,0,-1,2,24,0,24,-4,2,4,-2,29.919998168945312,-95.56120300292967,50,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3510,0,2,3,0,4,0,-1,2,24,0,24,-4,2,4,-2,29.919998168945312,-95.56120300292967,26,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10008,4,0,-1,2,0,2,3,0,4,1,24,4,-2,-4,2,50.7333984375,-1.9246063232421875,38,19,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
397,4,0,-1,2,0,2,3,0,7,1,40,4,-2,-4,2,42.965606689453125,-85.65000152587889,8,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7737,0,2,3,0,4,0,-1,2,3,0,33,-4,2,4,-2,42.965606689453125,-85.65000152587889,8,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
12649,4,0,-1,2,0,2,3,0,5,1,25,4,-2,-4,2,52.43910217285156,-1.50390625,60,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7267,4,0,-1,2,0,2,3,0,2,1,42,4,-2,-4,2,25.658905029296875,-80.3553009033203,61,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2365,4,0,-1,2,0,2,3,0,5,1,43,4,-2,-4,2,38.25770568847656,-85.70980072021484,65,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
11816,4,0,-1,2,0,2,3,0,3,1,46,4,-2,-4,2,29.919998168945312,-95.56120300292967,26,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1791,0,2,3,0,4,0,-1,2,4,0,9,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11998,0,2,3,0,4,0,-1,2,8,0,51,-4,2,4,-2,54.32470703125,-2.744293212890625,30,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10021,4,0,-1,2,0,2,3,0,3,1,37,4,-2,-4,2,50.7333984375,-1.9246063232421875,38,19,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9158,0,2,3,0,4,0,-1,2,11,0,14,-4,2,4,-2,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6188,4,0,-1,2,0,2,3,0,3,1,26,4,-2,-4,2,54.77409362792969,-3.439193725585937,60,22,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11668,4,0,-1,2,0,2,3,0,3,1,4,4,-2,-4,2,40.23890686035156,-77.19349670410156,44,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4506,0,2,3,0,4,0,-1,2,7,0,18,-4,2,4,-2,53.75520324707031,-1.7593994140625,42,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
7423,4,0,-1,2,0,2,3,0,4,1,19,4,-2,-4,2,42.95849609375,-85.47830200195312,50,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6705,4,0,-1,2,0,2,3,0,4,1,3,4,-2,-4,2,38.25770568847656,-85.70980072021484,65,23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6703,4,0,-1,2,0,2,3,0,6,1,1,4,-2,-4,2,38.25770568847656,-85.70980072021484,65,23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9073,4,0,-1,2,0,2,3,0,4,1,49,4,-2,-4,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
12571,4,0,-1,2,0,2,3,0,3,1,7,4,-2,-4,2,25.658905029296875,-80.3553009033203,61,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
5707,0,2,3,0,4,0,-1,2,2,0,25,-4,2,4,-2,53.75520324707031,-1.7593994140625,42,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
6218,4,0,-1,2,0,2,3,0,5,1,56,4,-2,-4,2,54.77409362792969,-3.439193725585937,60,22,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3352,0,2,3,0,4,0,-1,2,4,0,10,-4,2,4,-2,32.86869812011719,-96.86260223388672,37,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4620,0,2,3,0,4,0,-1,2,8,0,58,-4,2,4,-2,52.43910217285156,-1.50390625,30,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2436,0,2,3,0,4,0,-1,2,2,0,54,-4,2,4,-2,32.86869812011719,-96.86260223388672,37,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3347,0,2,3,0,4,0,-1,2,4,0,5,-4,2,4,-2,32.86869812011719,-96.86260223388672,37,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4622,4,0,-1,2,0,2,3,0,109,1,32,4,-2,-4,2,53.75520324707031,-1.7593994140625,42,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
10136,4,0,-1,2,0,2,3,0,3,1,32,4,-2,-4,2,54.77409362792969,-3.439193725585937,60,21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5276,0,2,3,0,4,0,-1,2,3,0,14,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
509,0,2,3,0,4,0,-1,2,6,0,28,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4632,0,2,3,0,4,0,-1,2,6,0,40,-4,2,4,-2,52.61810302734375,-1.1804046630859375,25,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8148,0,2,3,0,4,0,-1,2,3,0,24,-4,2,4,-2,38.25770568847656,-85.70980072021484,65,19,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6656,4,0,-1,2,0,2,3,0,12,1,14,4,-2,-4,2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8515,0,2,3,0,4,0,-1,2,9,0,58,-4,2,4,-2,53.42359924316406,-2.3112945556640625,15,20,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
11427,0,2,3,0,4,0,-1,2,11,0,3,-4,2,4,-2,53.75,-1.675506591796875,40,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5272,0,2,3,0,4,0,-1,2,3,0,10,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
12037,0,2,3,0,4,0,-1,2,4,0,13,-4,2,4,-2,40.23890686035156,-77.19349670410156,44,19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3321,4,0,-1,2,0,2,3,0,28,1,39,4,-2,-4,2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
12556,0,2,3,0,4,0,-1,2,4,0,52,-4,2,4,-2,52.43910217285156,-1.50390625,60,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4578,4,0,-1,2,0,2,3,0,190,1,0,4,-2,-4,2,53.75,-1.675506591796875,40,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10133,4,0,-1,2,0,2,3,0,5,1,29,4,-2,-4,2,54.77409362792969,-3.439193725585937,60,21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9079,4,0,-1,2,0,2,3,0,4,1,55,4,-2,-4,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3409,4,0,-1,2,0,2,3,0,9,1,7,4,-2,-4,2,38.25770568847656,-85.70980072021484,65,19,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3408,0,2,3,0,4,0,-1,2,6,0,6,-4,2,4,-2,38.25770568847656,-85.70980072021484,65,19,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5304,4,0,-1,2,0,2,3,0,3,1,42,4,-2,-4,2,44.760299682617195,-85.6179962158203,34,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2065,4,0,-1,2,0,2,3,0,4,1,58,4,-2,-4,2,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
12601,0,2,3,0,4,0,-1,2,3,0,37,-4,2,4,-2,25.658905029296875,-80.3553009033203,61,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
454,4,0,-1,2,0,2,3,0,10,1,1,4,-2,-4,2,44.760299682617195,-85.6179962158203,34,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6698,0,2,3,0,4,0,-1,2,13,0,56,-4,2,4,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1549,4,0,-1,2,0,2,3,0,9,1,7,4,-2,-4,2,53.42359924316406,-2.3112945556640625,15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3399,4,0,-1,2,0,2,3,0,3,1,57,4,-2,-4,2,32.86869812011719,-96.86260223388672,37,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
7317,0,2,3,0,4,0,-1,2,4,0,33,-4,2,4,-2,50.80070495605469,-1.080596923828125,14,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
10107,4,0,-1,2,0,2,3,0,3,1,3,4,-2,-4,2,54.77409362792969,-3.439193725585937,60,21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1818,0,2,3,0,4,0,-1,2,4,0,36,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10946,4,0,-1,2,0,2,3,0,3,1,2,4,-2,-4,2,52.61810302734375,-1.1804046630859375,25,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5919,0,2,3,0,4,0,-1,2,13,0,57,-4,2,4,-2,53.75,-1.675506591796875,40,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9085,0,2,3,0,4,0,-1,2,3,0,1,-4,2,4,-2,42.95849609375,-85.47830200195312,50,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4599,0,2,3,0,4,0,-1,2,11,0,31,-4,2,4,-2,52.61810302734375,-1.1804046630859375,25,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
473,4,0,-1,2,0,2,3,0,10,1,15,4,-2,-4,2,39.83560180664063,-84.26719665527342,25,13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
6685,0,2,3,0,4,0,-1,2,12,0,43,-4,2,4,-2,53.75,-1.675506591796875,40,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
11251,4,0,-1,2,0,2,3,0,3,1,7,4,-2,-4,2,50.7333984375,-1.9246063232421875,38,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2420,0,2,3,0,4,0,-1,2,2,0,38,-4,2,4,-2,32.86869812011719,-96.86260223388672,37,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1147,4,0,-1,2,0,2,3,0,3,1,25,4,-2,-4,2,42.95849609375,-85.47830200195312,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8108,4,0,-1,2,0,2,3,0,9,1,44,4,-2,-4,2,52.43910217285156,-1.50390625,60,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8918,4,0,-1,2,0,2,3,0,2,1,14,4,-2,-4,2,25.658905029296875,-80.3553009033203,61,23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1049,4,0,-1,2,0,2,3,0,3,1,47,4,-2,-4,2,44.760299682617195,-85.6179962158203,34,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7892,4,0,-1,2,0,2,3,0,2,1,8,4,-2,-4,2,31.99330139160156,-96.4197998046875,30,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2859,4,0,-1,2,0,2,3,0,2,1,57,4,-2,-4,2,42.95849609375,-85.47830200195312,50,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6428,0,2,3,0,4,0,-1,2,2,0,33,-4,2,4,-2,44.760299682617195,-85.6179962158203,34,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10566,4,0,-1,2,0,2,3,0,2,1,42,4,-2,-4,2,33.34489440917969,-82.08290100097656,30,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8203,4,0,-1,2,0,2,3,0,13,1,19,4,-2,-4,2,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5599,4,0,-1,2,0,2,3,0,8,1,37,4,-2,-4,2,53.42359924316406,-2.3112945556640625,15,21,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5640,4,0,-1,2,0,2,3,0,4,1,18,4,-2,-4,2,33.34489440917969,-82.08290100097656,30,16,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10571,0,2,3,0,4,0,-1,2,2,0,47,-4,2,4,-2,33.34489440917969,-82.08290100097656,30,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2846,4,0,-1,2,0,2,3,0,6,1,44,4,-2,-4,2,42.95849609375,-85.47830200195312,50,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
985,0,2,3,0,4,0,-1,2,5,0,57,-4,2,4,-2,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
10574,4,0,-1,2,0,2,3,0,4,1,50,4,-2,-4,2,33.34489440917969,-82.08290100097656,30,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
12269,4,0,-1,2,0,2,3,0,2,1,32,4,-2,-4,2,29.919998168945312,-95.56120300292967,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6319,4,0,-1,2,0,2,3,0,7,1,37,4,-2,-4,2,53.42359924316406,-2.3112945556640625,15,23,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
12268,4,0,-1,2,0,2,3,0,2,1,32,4,-2,-4,2,29.919998168945312,-95.56120300292967,26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10747,4,0,-1,2,0,2,3,0,3,1,43,4,-2,-4,2,40.23890686035156,-77.19349670410156,44,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7546,4,0,-1,2,0,2,3,0,4,1,22,4,-2,-4,2,42.11140441894531,-77.94219970703125,35,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2652,4,0,-1,2,0,2,3,0,40,1,30,4,-2,-4,2,40.23890686035156,-77.19349670410156,44,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
978,0,2,3,0,4,0,-1,2,4,0,52,-4,2,4,-2,29.919998168945312,-95.56120300292967,50,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
8750,0,2,3,0,4,0,-1,2,3,0,26,-4,2,4,-2,33.34489440917969,-82.08290100097656,30,21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6434,4,0,-1,2,0,2,3,0,2,1,37,4,-2,-4,2,44.760299682617195,-85.6179962158203,34,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11355,4,0,-1,2,0,2,3,0,5,1,51,4,-2,-4,2,52.43910217285156,-1.50390625,60,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5134,0,2,3,0,4,0,-1,2,3,0,52,-4,2,4,-2,52.43910217285156,-1.50390625,30,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8777,0,2,3,0,4,0,-1,2,3,0,53,-4,2,4,-2,33.34489440917969,-82.08290100097656,30,21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10519,0,2,3,0,4,0,-1,2,2,0,55,-4,2,4,-2,52.61810302734375,-1.1804046630859375,25,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4942,4,0,-1,2,0,2,3,0,2,1,20,4,-2,-4,2,29.919998168945312,-95.56120300292967,26,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4943,4,0,-1,2,0,2,3,0,2,1,20,4,-2,-4,2,29.919998168945312,-95.56120300292967,50,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
799,0,2,3,0,4,0,-1,2,5,0,43,-4,2,4,-2,38.25770568847656,-85.70980072021484,65,20,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2901,4,0,-1,2,0,2,3,0,2,1,39,4,-2,-4,2,40.8948974609375,-74.01100158691406,100,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5143,0,2,3,0,4,0,-1,2,3,0,1,-4,2,4,-2,50.7333984375,-1.9246063232421875,38,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
808,0,2,3,0,4,0,-1,2,12,0,15,-4,2,4,-2,42.91349792480469,-87.85559844970702,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
6449,0,2,3,0,4,0,-1,2,2,0,32,-4,2,4,-2,50.7333984375,-1.9246063232421875,38,23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8788,4,0,-1,2,0,2,3,0,3,1,4,4,-2,-4,2,52.43910217285156,-1.50390625,30,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1457,0,2,3,0,4,0,-1,2,5,0,35,-4,2,4,-2,42.91349792480469,-87.85559844970702,21,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4954,0,2,3,0,4,0,-1,2,2,0,26,-4,2,4,-2,29.919998168945312,-95.56120300292967,26,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2634,4,0,-1,2,0,2,3,0,11,1,12,4,-2,-4,2,40.23890686035156,-77.19349670410156,44,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7525,0,2,3,0,4,0,-1,2,4,0,1,-4,2,4,-2,42.11140441894531,-77.94219970703125,35,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
991,4,0,-1,2,0,2,3,0,2,1,54,4,-2,-4,2,29.919998168945312,-95.56120300292967,50,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
12291,0,2,3,0,4,0,-1,2,2,0,43,-4,2,4,-2,29.919998168945312,-95.56120300292967,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
12290,0,2,3,0,4,0,-1,2,2,0,43,-4,2,4,-2,29.919998168945312,-95.56120300292967,26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
990,4,0,-1,2,0,2,3,0,2,1,54,4,-2,-4,2,29.919998168945312,-95.56120300292967,26,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
8193,0,2,3,0,4,0,-1,2,12,0,9,-4,2,4,-2,53.75,-1.675506591796875,40,14,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5976,4,0,-1,2,0,2,3,0,4,1,54,4,-2,-4,2,38.25770568847656,-85.70980072021484,65,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
11359,0,2,3,0,4,0,-1,2,4,0,55,-4,2,4,-2,52.43910217285156,-1.50390625,60,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4955,0,2,3,0,4,0,-1,2,2,0,26,-4,2,4,-2,29.919998168945312,-95.56120300292967,50,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
977,0,2,3,0,4,0,-1,2,4,0,52,-4,2,4,-2,29.919998168945312,-95.56120300292967,26,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10597,4,0,-1,2,0,2,3,0,3,1,13,4,-2,-4,2,38.25770568847656,-85.70980072021484,65,20,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5124,4,0,-1,2,0,2,3,0,3,1,42,4,-2,-4,2,52.43910217285156,-1.50390625,30,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8667,4,0,-1,2,0,2,3,0,4,1,3,4,-2,-4,2,40.23890686035156,-77.19349670410156,44,18,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
11327,4,0,-1,2,0,2,3,0,164,1,23,4,-2,-4,2,52.43910217285156,-1.50390625,60,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12184,4,0,-1,2,0,2,3,0,9,1,40,4,-2,-4,2,53.75,-1.675506591796875,40,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
